"ITI"	"VisualStimulus"	"AuditoryStimulus"	"BlockNo"	"subject"	"pbn"	"age"	"sex"	"handedness"	"opticalaids"	"FirstRT"	"FirstKey"	"FinalRT"	"condition"	"error"
"1409"	1289	" true "	" false "	14	2	2	23	" m "	" r "	" none "	328.070923	1	343.989823	"V"	FALSE
"1410"	662	" false "	" true "	14	2	2	23	" m "	" r "	" none "	240.648061	2	264.839202	"A"	FALSE
"1411"	868	" false "	" true "	14	2	2	23	" m "	" r "	" none "	290.183866	2	298.104108	"A"	FALSE
"1412"	1365	" true "	" false "	14	2	2	23	" m "	" r "	" none "	270.570638	2	272.952953	"V"	FALSE
"1413"	770	" true "	" true "	14	2	2	23	" m "	" r "	" none "	222.763986	2	230.900256	"AV"	FALSE
"1414"	1319	" false "	" true "	14	2	2	23	" m "	" r "	" none "	276.10785	3	276.10785	"A"	FALSE
"1415"	1418	" false "	" true "	14	2	2	23	" m "	" r "	" none "	305.568981	3	305.568981	"A"	FALSE
"1416"	855	" true "	" true "	14	2	2	23	" m "	" r "	" none "	244.618039	3	244.618039	"AV"	FALSE
"1417"	682	" true "	" true "	14	2	2	23	" m "	" r "	" none "	251.391356	3	251.391356	"AV"	FALSE
"1418"	681	" true "	" false "	14	2	2	23	" m "	" r "	" none "	299.538268	2	315.836303	"V"	FALSE
"1419"	1213	" true "	" true "	14	2	2	23	" m "	" r "	" none "	234.66961	2	251.008684	"AV"	FALSE
"1420"	1196	" true "	" false "	14	2	2	23	" m "	" r "	" none "	300.21104	2	316.091109	"V"	FALSE
"1421"	1373	" true "	" false "	14	2	2	23	" m "	" r "	" none "	324.623786	1	365.032913	"V"	FALSE
"1422"	1268	" true "	" false "	14	2	2	23	" m "	" r "	" none "	341.885396	1	349.754742	"V"	FALSE
"1423"	871	" false "	" true "	14	2	2	23	" m "	" r "	" none "	722.983053	3	722.983053	"A"	FALSE
"1424"	894	" true "	" true "	14	2	2	23	" m "	" r "	" none "	225.578282	3	225.578282	"AV"	FALSE
"1425"	1250	" false "	" true "	14	2	2	23	" m "	" r "	" none "	221.038717	3	221.038717	"A"	FALSE
"1426"	1319	" true "	" true "	14	2	2	23	" m "	" r "	" none "	261.930143	1	285.63938	"AV"	FALSE
"1427"	556	" true "	" true "	14	2	2	23	" m "	" r "	" none "	240.22909	2	256.378382	"AV"	FALSE
"1428"	994	" true "	" false "	14	2	2	23	" m "	" r "	" none "	499.437323	2	507.224651	"V"	FALSE
"1429"	1192	" false "	" true "	14	2	2	23	" m "	" r "	" none "	212.741807	2	252.638	"A"	FALSE
"1430"	1355	" false "	" true "	14	2	2	23	" m "	" r "	" none "	270.77091	1	310.687191	"A"	FALSE
"1431"	1096	" true "	" true "	14	2	2	23	" m "	" r "	" none "	262.234472	1	270.119881	"AV"	FALSE
"1432"	676	" true "	" false "	14	2	2	23	" m "	" r "	" none "	319.347006	1	327.755779	"V"	FALSE
"1433"	1021	" true "	" true "	14	2	2	23	" m "	" r "	" none "	289.065111	3	289.065111	"AV"	FALSE
"1434"	900	" true "	" true "	14	2	2	23	" m "	" r "	" none "	230.606774	1	246.941322	"AV"	FALSE
"1435"	711	" false "	" true "	14	2	2	23	" m "	" r "	" none "	268.216481	2	276.164674	"A"	FALSE
"1436"	1488	" true "	" true "	14	2	2	23	" m "	" r "	" none "	253.206074	1	285.476401	"AV"	FALSE
"1437"	1308	" true "	" false "	14	2	2	23	" m "	" r "	" none "	277.588481	1	293.673885	"V"	FALSE
"1438"	543	" true "	" true "	14	2	2	23	" m "	" r "	" none "	254.504835	1	278.316482	"AV"	FALSE
"1439"	638	" true "	" true "	14	2	2	23	" m "	" r "	" none "	277.596981	1	293.664897	"AV"	FALSE
"1440"	1227	" true "	" true "	14	2	2	23	" m "	" r "	" none "	230.558659	2	238.986954	"AV"	FALSE
"1441"	1267	" true "	" true "	15	2	2	23	" m "	" r "	" none "	229.159473	1	261.193312	"AV"	FALSE
"1442"	524	" true "	" true "	15	2	2	23	" m "	" r "	" none "	227.231067	1	259.605864	"AV"	FALSE
"1443"	1163	" true "	" true "	15	2	2	23	" m "	" r "	" none "	199.519511	1	231.430969	"AV"	FALSE
"1444"	680	" true "	" false "	15	2	2	23	" m "	" r "	" none "	295.536284	3	295.536284	"V"	FALSE
"1445"	1299	" false "	" true "	15	2	2	23	" m "	" r "	" none "	252.510953	1	260.633563	"A"	FALSE
"1446"	1328	" true "	" false "	15	2	2	23	" m "	" r "	" none "	305.103271	1	321.187723	"V"	FALSE
"1447"	692	" false "	" true "	15	2	2	23	" m "	" r "	" none "	264.32928	3	264.32928	"A"	FALSE
"1448"	1498	" false "	" true "	15	2	2	23	" m "	" r "	" none "	252.421508	2	276.800925	"A"	FALSE
"1449"	693	" false "	" true "	15	2	2	23	" m "	" r "	" none "	257.87959	1	290.049275	"A"	FALSE
"1450"	1488	" true "	" true "	15	2	2	23	" m "	" r "	" none "	443.72712	1	475.899701	"AV"	FALSE
"1451"	1325	" false "	" true "	15	2	2	23	" m "	" r "	" none "	513.621619	2	516.183615	"A"	FALSE
"1452"	987	" false "	" true "	15	2	2	23	" m "	" r "	" none "	273.052591	1	304.761268	"A"	FALSE
"1453"	1403	" true "	" true "	15	2	2	23	" m "	" r "	" none "	231.191493	1	238.973498	"AV"	FALSE
"1454"	1231	" false "	" true "	15	2	2	23	" m "	" r "	" none "	223.485162	2	231.525443	"A"	FALSE
"1455"	876	" true "	" false "	15	2	2	23	" m "	" r "	" none "	525.573491	1	541.642297	"V"	FALSE
"1456"	1499	" true "	" true "	15	2	2	23	" m "	" r "	" none "	265.598586	1	273.451336	"AV"	FALSE
"1457"	910	" true "	" false "	15	2	2	23	" m "	" r "	" none "	337.021535	1	352.958194	"V"	FALSE
"1458"	976	" true "	" true "	15	2	2	23	" m "	" r "	" none "	225.193768	1	233.178709	"AV"	FALSE
"1459"	1453	" true "	" true "	15	2	2	23	" m "	" r "	" none "	237.016389	1	253.095033	"AV"	FALSE
"1460"	650	" true "	" true "	15	2	2	23	" m "	" r "	" none "	291.462947	1	323.294283	"AV"	FALSE
"1461"	1279	" false "	" true "	15	2	2	23	" m "	" r "	" none "	429.149077	3	429.149077	"A"	FALSE
"1462"	1384	" false "	" true "	15	2	2	23	" m "	" r "	" none "	220.109677	3	220.109677	"A"	FALSE
"1463"	869	" false "	" true "	15	2	2	23	" m "	" r "	" none "	462.799978	2	465.354069	"A"	FALSE
"1464"	602	" true "	" false "	15	2	2	23	" m "	" r "	" none "	340.26178	1	348.73625	"V"	FALSE
"1465"	729	" true "	" true "	15	2	2	23	" m "	" r "	" none "	263.656083	2	266.047851	"AV"	FALSE
"1466"	1038	" true "	" true "	15	2	2	23	" m "	" r "	" none "	305.305473	1	329.788477	"AV"	FALSE
"1467"	701	" true "	" false "	15	2	2	23	" m "	" r "	" none "	344.067824	1	368.438719	"V"	FALSE
"1468"	582	" true "	" true "	15	2	2	23	" m "	" r "	" none "	282.031961	3	282.031961	"AV"	FALSE
"1469"	521	" true "	" true "	15	2	2	23	" m "	" r "	" none "	233.116567	1	257.356918	"AV"	FALSE
"1470"	1466	" true "	" true "	15	2	2	23	" m "	" r "	" none "	255.323625	3	255.323625	"AV"	FALSE
"1471"	712	" true "	" true "	15	2	2	23	" m "	" r "	" none "	273.211813	3	273.211813	"AV"	FALSE
"1472"	1259	" true "	" false "	15	2	2	23	" m "	" r "	" none "	294.269889	2	296.696973	"V"	FALSE
"1473"	1292	" true "	" false "	15	2	2	23	" m "	" r "	" none "	314.182467	2	316.560377	"V"	FALSE
"1474"	969	" false "	" true "	15	2	2	23	" m "	" r "	" none "	339.436429	3	339.436429	"A"	FALSE
"1475"	711	" true "	" false "	15	2	2	23	" m "	" r "	" none "	375.188439	1	799.556596	"V"	FALSE
"1476"	1062	" true "	" true "	15	2	2	23	" m "	" r "	" none "	251.742339	2	254.131893	"AV"	FALSE
"1477"	704	" true "	" true "	15	2	2	23	" m "	" r "	" none "	292.682905	1	308.749027	"AV"	FALSE
"1478"	1477	" true "	" true "	15	2	2	23	" m "	" r "	" none "	218.727577	1	226.799503	"AV"	FALSE
"1479"	551	" true "	" false "	15	2	2	23	" m "	" r "	" none "	310.188645	2	317.973031	"V"	FALSE
"1480"	1224	" false "	" true "	15	2	2	23	" m "	" r "	" none "	238.035622	1	269.919198	"A"	FALSE
"1481"	1287	" true "	" false "	15	2	2	23	" m "	" r "	" none "	444.289225	1	468.140091	"V"	FALSE
"1482"	1155	" false "	" true "	15	2	2	23	" m "	" r "	" none "	363.174253	1	387.22616	"A"	FALSE
"1483"	897	" false "	" true "	15	2	2	23	" m "	" r "	" none "	258.911398	1	283.083971	"A"	FALSE
"1484"	1011	" true "	" false "	15	2	2	23	" m "	" r "	" none "	388.975046	1	413.322183	"V"	FALSE
"1485"	1372	" false "	" true "	15	2	2	23	" m "	" r "	" none "	385.091577	1	393.006072	"A"	FALSE
"1486"	934	" true "	" true "	16	2	2	23	" m "	" r "	" none "	254.846064	1	279.181544	"AV"	FALSE
"1487"	804	" true "	" true "	16	2	2	23	" m "	" r "	" none "	237.017835	1	277.058369	"AV"	FALSE
"1488"	1148	" true "	" false "	16	2	2	23	" m "	" r "	" none "	249.675294	1	289.559897	"V"	FALSE
"1489"	796	" true "	" true "	16	2	2	23	" m "	" r "	" none "	288.755666	1	296.668412	"AV"	FALSE
"1490"	1194	" true "	" true "	16	2	2	23	" m "	" r "	" none "	241.200116	1	257.191207	"AV"	FALSE
"1491"	1195	" true "	" false "	16	2	2	23	" m "	" r "	" none "	261.207423	1	269.064318	"V"	FALSE
"1492"	1211	" true "	" false "	16	2	2	23	" m "	" r "	" none "	293.620881	3	293.620881	"V"	FALSE
"1493"	559	" true "	" true "	16	2	2	23	" m "	" r "	" none "	367.195618	2	375.045254	"AV"	FALSE
"1494"	623	" true "	" true "	16	2	2	23	" m "	" r "	" none "	217.879926	3	217.879926	"AV"	FALSE
"1495"	1212	" true "	" true "	16	2	2	23	" m "	" r "	" none "	255.081933	1	262.926754	"AV"	FALSE
"1496"	1074	" true "	" false "	16	2	2	23	" m "	" r "	" none "	301.727297	3	301.727297	"V"	FALSE
"1497"	595	" false "	" true "	16	2	2	23	" m "	" r "	" none "	337.94126	1	346.097787	"A"	FALSE
"1498"	834	" false "	" true "	16	2	2	23	" m "	" r "	" none "	205.331562	2	213.47708	"A"	FALSE
"1499"	1334	" true "	" true "	16	2	2	23	" m "	" r "	" none "	245.697046	1	269.997533	"AV"	FALSE
"1500"	627	" true "	" false "	16	2	2	23	" m "	" r "	" none "	339.784843	1	347.60835	"V"	FALSE
"1501"	611	" false "	" true "	16	2	2	23	" m "	" r "	" none "	283.712309	2	292.157047	"A"	FALSE
"1502"	926	" true "	" true "	16	2	2	23	" m "	" r "	" none "	240.275408	1	248.263289	"AV"	FALSE
"1503"	1268	" false "	" true "	16	2	2	23	" m "	" r "	" none "	234.770162	1	267.195478	"A"	FALSE
"1504"	969	" true "	" true "	16	2	2	23	" m "	" r "	" none "	300.06841	1	323.685596	"AV"	FALSE
"1505"	988	" true "	" false "	16	2	2	23	" m "	" r "	" none "	297.533488	2	299.916832	"V"	FALSE
"1506"	940	" true "	" false "	16	2	2	23	" m "	" r "	" none "	311.367782	1	319.150097	"V"	FALSE
"1507"	1005	" true "	" false "	16	2	2	23	" m "	" r "	" none "	286.252056	2	294.700108	"V"	FALSE
"1508"	568	" true "	" false "	16	2	2	23	" m "	" r "	" none "	343.834165	1	351.835071	"V"	FALSE
"1509"	1101	" true "	" true "	16	2	2	23	" m "	" r "	" none "	221.22807	1	229.102748	"AV"	FALSE
"1510"	776	" true "	" false "	16	2	2	23	" m "	" r "	" none "	322.033018	1	338.054497	"V"	FALSE
"1511"	1004	" false "	" true "	16	2	2	23	" m "	" r "	" none "	294.002026	1	302.092636	"A"	FALSE
"1512"	1387	" false "	" true "	16	2	2	23	" m "	" r "	" none "	273.196958	1	289.1089	"A"	FALSE
"1513"	1367	" true "	" false "	16	2	2	23	" m "	" r "	" none "	446.332014	2	454.20145	"V"	FALSE
"1514"	789	" true "	" false "	16	2	2	23	" m "	" r "	" none "	287.846821	1	312.125251	"V"	FALSE
"1515"	1170	" true "	" false "	16	2	2	23	" m "	" r "	" none "	304.184899	1	312.654646	"V"	FALSE
"1516"	932	" true "	" false "	16	2	2	23	" m "	" r "	" none "	291.160929	3	291.160929	"V"	FALSE
"1517"	1404	" false "	" true "	16	2	2	23	" m "	" r "	" none "	312.204948	3	312.204948	"A"	FALSE
"1518"	1259	" true "	" false "	16	2	2	23	" m "	" r "	" none "	273.558442	3	273.558442	"V"	FALSE
"1519"	1387	" true "	" true "	16	2	2	23	" m "	" r "	" none "	199.731899	3	199.731899	"AV"	FALSE
"1520"	920	" true "	" true "	16	2	2	23	" m "	" r "	" none "	245.732441	2	253.829139	"AV"	FALSE
"1521"	1336	" false "	" true "	16	2	2	23	" m "	" r "	" none "	209.359941	1	233.273047	"A"	FALSE
"1522"	1200	" false "	" true "	16	2	2	23	" m "	" r "	" none "	219.879653	3	219.879653	"A"	FALSE
"1523"	930	" false "	" true "	16	2	2	23	" m "	" r "	" none "	300.710727	3	300.710727	"A"	FALSE
"1524"	1399	" true "	" true "	16	2	2	23	" m "	" r "	" none "	194.560757	1	226.835148	"AV"	FALSE
"1525"	1258	" false "	" true "	16	2	2	23	" m "	" r "	" none "	218.358543	1	226.394137	"A"	FALSE
"1526"	1111	" true "	" true "	16	2	2	23	" m "	" r "	" none "	242.05521	2	244.427497	"AV"	FALSE
"1527"	632	" true "	" true "	16	2	2	23	" m "	" r "	" none "	236.724316	2	252.728952	"AV"	FALSE
"1528"	956	" false "	" true "	16	2	2	23	" m "	" r "	" none "	195.407402	3	195.407402	"A"	FALSE
"1529"	1281	" false "	" true "	16	2	2	23	" m "	" r "	" none "	220.923454	1	245.096043	"A"	FALSE
"1530"	1419	" true "	" true "	16	2	2	23	" m "	" r "	" none "	225.047875	1	241.411365	"AV"	FALSE
"1531"	1429	" true "	" false "	17	2	2	23	" m "	" r "	" none "	322.00099	3	322.00099	"V"	FALSE
"1532"	878	" false "	" true "	17	2	2	23	" m "	" r "	" none "	176.473962	2	192.414049	"A"	FALSE
"1533"	808	" false "	" true "	17	2	2	23	" m "	" r "	" none "	222.419497	3	222.419497	"A"	FALSE
"1534"	1277	" true "	" false "	17	2	2	23	" m "	" r "	" none "	282.729553	1	291.222983	"V"	FALSE
"1535"	1070	" true "	" true "	17	2	2	23	" m "	" r "	" none "	191.82568	2	215.597659	"AV"	FALSE
"1536"	1085	" true "	" true "	17	2	2	23	" m "	" r "	" none "	200.795765	1	208.750042	"AV"	FALSE
"1537"	1068	" false "	" true "	17	2	2	23	" m "	" r "	" none "	222.749678	1	239.050361	"A"	FALSE
"1538"	625	" false "	" true "	17	2	2	23	" m "	" r "	" none "	271.223321	3	271.223321	"A"	FALSE
"1539"	558	" true "	" false "	17	2	2	23	" m "	" r "	" none "	390.820468	1	415.029875	"V"	FALSE
"1540"	1209	" true "	" true "	17	2	2	23	" m "	" r "	" none "	228.077427	1	235.930257	"AV"	FALSE
"1541"	1194	" false "	" true "	17	2	2	23	" m "	" r "	" none "	218.375154	1	250.79039	"A"	FALSE
"1542"	875	" true "	" true "	17	2	2	23	" m "	" r "	" none "	223.286475	1	239.618194	"AV"	FALSE
"1543"	849	" true "	" false "	17	2	2	23	" m "	" r "	" none "	286.411923	2	294.289597	"V"	FALSE
"1544"	774	" true "	" false "	17	2	2	23	" m "	" r "	" none "	289.043295	3	289.043295	"V"	FALSE
"1545"	1330	" false "	" true "	17	2	2	23	" m "	" r "	" none "	206.712864	2	214.820848	"A"	FALSE
"1546"	570	" true "	" true "	17	2	2	23	" m "	" r "	" none "	303.145096	1	334.923658	"AV"	FALSE
"1547"	1148	" false "	" true "	17	2	2	23	" m "	" r "	" none "	231.017683	2	233.404213	"A"	FALSE
"1548"	1101	" false "	" true "	17	2	2	23	" m "	" r "	" none "	334.9537	3	334.9537	"A"	FALSE
"1549"	930	" true "	" false "	17	2	2	23	" m "	" r "	" none "	326.76117	1	350.892137	"V"	FALSE
"1550"	989	" true "	" false "	17	2	2	23	" m "	" r "	" none "	259.233139	2	267.645455	"V"	FALSE
"1551"	678	" true "	" true "	17	2	2	23	" m "	" r "	" none "	245.04344	1	253.028888	"AV"	FALSE
"1552"	1485	" false "	" true "	17	2	2	23	" m "	" r "	" none "	208.563542	3	208.563542	"A"	FALSE
"1553"	681	" false "	" true "	17	2	2	23	" m "	" r "	" none "	318.878902	1	366.825649	"A"	FALSE
"1554"	931	" true "	" false "	17	2	2	23	" m "	" r "	" none "	353.755893	1	361.701992	"V"	FALSE
"1555"	727	" true "	" false "	17	2	2	23	" m "	" r "	" none "	296.69693	3	296.69693	"V"	FALSE
"1556"	796	" true "	" false "	17	2	2	23	" m "	" r "	" none "	272.143104	3	272.143104	"V"	FALSE
"1557"	1106	" true "	" true "	17	2	2	23	" m "	" r "	" none "	218.103874	1	234.295923	"AV"	FALSE
"1558"	505	" true "	" false "	17	2	2	23	" m "	" r "	" none "	326.322805	1	382.317485	"V"	FALSE
"1559"	1426	" true "	" true "	17	2	2	23	" m "	" r "	" none "	206.883699	1	222.924248	"AV"	FALSE
"1560"	1056	" true "	" true "	17	2	2	23	" m "	" r "	" none "	245.742933	1	253.750433	"AV"	FALSE
"1561"	515	" true "	" true "	17	2	2	23	" m "	" r "	" none "	268.264606	3	268.264606	"AV"	FALSE
"1562"	749	" false "	" true "	17	2	2	23	" m "	" r "	" none "	224.407005	2	240.622658	"A"	FALSE
"1563"	1496	" true "	" true "	17	2	2	23	" m "	" r "	" none "	226.181562	3	226.181562	"AV"	FALSE
"1564"	1425	" true "	" true "	17	2	2	23	" m "	" r "	" none "	218.204399	1	234.503345	"AV"	FALSE
"1565"	1324	" true "	" true "	17	2	2	23	" m "	" r "	" none "	224.869268	2	227.438573	"AV"	FALSE
"1566"	597	" false "	" true "	17	2	2	23	" m "	" r "	" none "	248.291082	2	272.73391	"A"	FALSE
"1567"	594	" false "	" true "	17	2	2	23	" m "	" r "	" none "	558.010146	2	566.08859	"A"	FALSE
"1568"	631	" true "	" false "	17	2	2	23	" m "	" r "	" none "	333.299804	2	341.770182	"V"	FALSE
"1569"	894	" false "	" true "	17	2	2	23	" m "	" r "	" none "	388.165908	2	428.056346	"A"	FALSE
"1570"	642	" true "	" true "	17	2	2	23	" m "	" r "	" none "	303.098039	2	311.175343	"AV"	FALSE
"1571"	1037	" true "	" false "	17	2	2	23	" m "	" r "	" none "	334.757665	2	337.13134	"V"	FALSE
"1572"	1117	" false "	" true "	17	2	2	23	" m "	" r "	" none "	507.641266	2	587.691086	"A"	FALSE
"1573"	1195	" true "	" false "	17	2	2	23	" m "	" r "	" none "	299.802496	3	299.802496	"V"	FALSE
"1574"	988	" false "	" true "	17	2	2	23	" m "	" r "	" none "	381.786971	2	389.654106	"A"	FALSE
"1575"	769	" true "	" true "	17	2	2	23	" m "	" r "	" none "	226.705772	2	242.881366	"AV"	FALSE
"2341"	1469	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	1067.357948	2	1083.481921	"A"	FALSE
"2342"	1122	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	548.157271	3	548.157271	"V"	FALSE
"2343"	798	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	430.904606	2	439.007424	"A"	FALSE
"2344"	654	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	367.296687	2	375.727891	"V"	FALSE
"2345"	1424	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	329.907076	2	338.216026	"A"	FALSE
"2346"	1183	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	393.624537	2	401.475247	"A"	FALSE
"2347"	1023	" true "	" true "	1	4	4	25	" f "	" r "	" glasses "	357.9088	2	373.670985	"AV"	FALSE
"2348"	943	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	412.495463	2	420.463024	"A"	FALSE
"2349"	1423	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	447.792316	2	472.092959	"A"	FALSE
"2350"	867	" true "	" true "	1	4	4	25	" f "	" r "	" glasses "	289.437147	2	313.890941	"AV"	FALSE
"2351"	1285	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	244.595059	2	252.737176	"A"	FALSE
"2352"	919	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	333.375291	3	333.375291	"A"	FALSE
"2353"	1492	" true "	" true "	1	4	4	25	" f "	" r "	" glasses "	262.161841	2	270.189895	"AV"	FALSE
"2356"	1076	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	815.698082	1	831.806695	"V"	FALSE
"2357"	500	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	472.452651	3	472.452651	"V"	FALSE
"2358"	907	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	872.575151	2	880.646112	"A"	FALSE
"2359"	1155	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	486.572653	2	502.912234	"A"	FALSE
"2360"	539	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	419.566267	2	435.917225	"V"	FALSE
"2361"	1427	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	434.022285	2	442.047722	"A"	FALSE
"2362"	1123	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	440.686024	3	440.686024	"V"	FALSE
"2364"	1031	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	564.417359	3	564.417359	"V"	FALSE
"2365"	682	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	324.177491	3	324.177491	"A"	FALSE
"2366"	968	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	331.707389	1	339.731568	"A"	FALSE
"2367"	1456	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	309.769914	3	309.769914	"A"	FALSE
"2368"	539	" true "	" true "	1	4	4	25	" f "	" r "	" glasses "	312.381853	3	312.381853	"AV"	FALSE
"2369"	1403	" true "	" true "	1	4	4	25	" f "	" r "	" glasses "	255.112999	3	255.112999	"AV"	FALSE
"2370"	941	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	375.339651	1	423.55053	"V"	FALSE
"2371"	602	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	456.224803	3	456.224803	"V"	FALSE
"2372"	1206	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	388.365985	1	396.202325	"V"	FALSE
"2373"	559	" true "	" true "	1	4	4	25	" f "	" r "	" glasses "	259.421365	1	267.478733	"AV"	FALSE
"2374"	1329	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	432.665381	1	440.8432	"A"	FALSE
"2375"	889	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	405.687562	1	1142.023601	"V"	FALSE
"2376"	1449	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	416.186993	3	416.186993	"V"	FALSE
"2377"	743	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	448.559795	2	456.617617	"A"	FALSE
"2378"	515	" true "	" true "	1	4	4	25	" f "	" r "	" glasses "	313.103032	3	313.103032	"AV"	FALSE
"2379"	604	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	274.194151	3	274.194151	"A"	FALSE
"2380"	1118	" false "	" true "	1	4	4	25	" f "	" r "	" glasses "	236.784784	3	236.784784	"A"	FALSE
"2381"	931	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	419.337596	3	419.337596	"V"	FALSE
"2382"	930	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	376.342012	2	378.740673	"V"	FALSE
"2383"	1487	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	365.941741	2	382.111843	"V"	FALSE
"2384"	1163	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	404.574293	1	413.014414	"V"	FALSE
"2385"	1447	" true "	" false "	1	4	4	25	" f "	" r "	" glasses "	347.301203	2	355.892499	"V"	FALSE
"2386"	611	" true "	" false "	2	4	4	25	" f "	" r "	" glasses "	252.123299	2	259.972598	"V"	FALSE
"2387"	616	" true "	" true "	2	4	4	25	" f "	" r "	" glasses "	248.820717	2	251.316897	"AV"	FALSE
"2388"	1199	" true "	" false "	2	4	4	25	" f "	" r "	" glasses "	345.113765	3	345.113765	"V"	FALSE
"2389"	1218	" false "	" true "	2	4	4	25	" f "	" r "	" glasses "	343.221066	2	345.786404	"A"	FALSE
"2390"	958	" true "	" false "	2	4	4	25	" f "	" r "	" glasses "	438.571089	2	440.949413	"V"	FALSE
"2391"	1235	" true "	" false "	2	4	4	25	" f "	" r "	" glasses "	389.900039	2	397.760387	"V"	FALSE
"2392"	1025	" true "	" true "	2	4	4	25	" f "	" r "	" glasses "	266.592683	1	274.589524	"AV"	FALSE
"2393"	826	" true "	" false "	2	4	4	25	" f "	" r "	" glasses "	398.193354	3	398.193354	"V"	FALSE
"2394"	965	" true "	" true "	2	4	4	25	" f "	" r "	" glasses "	354.426026	2	370.709916	"AV"	FALSE
"2395"	1076	" true "	" true "	2	4	4	25	" f "	" r "	" glasses "	262.780776	2	270.664193	"AV"	FALSE
"2396"	998	" true "	" false "	2	4	4	25	" f "	" r "	" glasses "	334.846286	2	342.775699	"V"	FALSE
"2397"	517	" true "	" true "	2	4	4	25	" f "	" r "	" glasses "	359.700661	2	376.02741	"AV"	FALSE
"2398"	926	" false "	" true "	2	4	4	25	" f "	" r "	" glasses "	381.69707	2	389.808834	"A"	FALSE
"2399"	839	" false "	" true "	2	4	4	25	" f "	" r "	" glasses "	369.796372	2	377.703165	"A"	FALSE
"2400"	692	" false "	" true "	2	4	4	25	" f "	" r "	" glasses "	348.708524	2	364.752084	"A"	FALSE
"2401"	1293	" true "	" false "	2	4	4	25	" f "	" r "	" glasses "	322.471812	2	346.658329	"V"	FALSE
"2402"	877	" false "	" true "	2	4	4	25	" f "	" r "	" glasses "	376.874857	2	401.35508	"A"	FALSE
"2403"	776	" true "	" false "	2	4	4	25	" f "	" r "	" glasses "	379.208913	2	403.184296	"V"	FALSE
"2404"	798	" true "	" false "	2	4	4	25	" f "	" r "	" glasses "	298.011757	2	305.837984	"V"	FALSE
"2405"	769	" true "	" true "	2	4	4	25	" f "	" r "	" glasses "	257.510515	2	266.023657	"AV"	FALSE
"2406"	721	" true "	" true "	2	4	4	25	" f "	" r "	" glasses "	310.178253	2	326.191393	"AV"	FALSE
"2407"	1397	" true "	" true "	2	4	4	25	" f "	" r "	" glasses "	293.347535	2	309.747541	"AV"	FALSE
"2408"	1406	" false "	" true "	2	4	4	25	" f "	" r "	" glasses "	251.300551	2	259.443289	"A"	FALSE
"2409"	627	" true "	" false "	2	4	4	25	" f "	" r "	" glasses "	334.690357	3	334.690357	"V"	FALSE
"2410"	1055	" true "	" true "	2	4	4	25	" f "	" r "	" glasses "	215.363515	2	239.028304	"AV"	FALSE
"2411"	1141	" true "	" true "	2	4	4	25	" f "	" r "	" glasses "	222.07214	2	230.227494	"AV"	FALSE
"2412"	1319	" true "	" false "	2	4	4	25	" f "	" r "	" glasses "	379.91475	1	387.811202	"V"	FALSE
"2413"	1013	" true "	" false "	2	4	4	25	" f "	" r "	" glasses "	409.581783	2	417.997032	"V"	FALSE
"2414"	1051	" true "	" false "	2	4	4	25	" f "	" r "	" glasses "	301.396611	2	317.409281	"V"	FALSE
"2415"	1430	" true "	" true "	2	4	4	25	" f "	" r "	" glasses "	231.887739	3	231.887739	"AV"	FALSE
"2416"	503	" true "	" true "	2	4	4	25	" f "	" r "	" glasses "	367.555588	1	375.663854	"AV"	FALSE
"2417"	1359	" true "	" true "	2	4	4	25	" f "	" r "	" glasses "	200.556852	1	208.47761	"AV"	FALSE
