"ITI"	"VisualStimulus"	"AuditoryStimulus"	"BlockNo"	"subject"	"pbn"	"age"	"sex"	"handedness"	"opticalaids"	"FirstRT"	"FirstKey"	"FinalRT"	"condition"	"error"
"7535"	611	" true "	" true "	14	10	10	29	" f "	" r "	" cl "	174.442608	1	190.735554	"AV"	FALSE
"7536"	1390	" false "	" true "	14	10	10	29	" f "	" r "	" cl "	158.482743	2	175.091433	"A"	FALSE
"7537"	1005	" true "	" true "	14	10	10	29	" f "	" r "	" cl "	216.506894	2	224.551244	"AV"	FALSE
"7538"	884	" true "	" true "	14	10	10	29	" f "	" r "	" cl "	197.341181	2	213.631335	"AV"	FALSE
"7539"	878	" true "	" false "	14	10	10	29	" f "	" r "	" cl "	284.098114	2	300.192933	"V"	FALSE
"7540"	1286	" true "	" false "	14	10	10	29	" f "	" r "	" cl "	189.816398	2	197.61042	"V"	FALSE
"7541"	1100	" true "	" false "	14	10	10	29	" f "	" r "	" cl "	208.204139	2	216.268396	"V"	FALSE
"7542"	1302	" false "	" true "	14	10	10	29	" f "	" r "	" cl "	178.622268	3	178.622268	"A"	FALSE
"7543"	853	" false "	" true "	14	10	10	29	" f "	" r "	" cl "	234.499346	2	242.641242	"A"	FALSE
"7544"	899	" false "	" true "	14	10	10	29	" f "	" r "	" cl "	173.380998	2	181.591818	"A"	FALSE
"7545"	1156	" true "	" true "	14	10	10	29	" f "	" r "	" cl "	167.964342	1	176.141136	"AV"	FALSE
"7546"	633	" true "	" false "	14	10	10	29	" f "	" r "	" cl "	315.206925	3	315.206925	"V"	FALSE
"7547"	693	" true "	" true "	14	10	10	29	" f "	" r "	" cl "	158.074793	2	174.546515	"AV"	FALSE
"7548"	1267	" true "	" false "	14	10	10	29	" f "	" r "	" cl "	252.272669	2	260.289277	"V"	FALSE
"7549"	759	" true "	" false "	14	10	10	29	" f "	" r "	" cl "	320.495766	2	328.426837	"V"	FALSE
"7550"	1297	" false "	" true "	14	10	10	29	" f "	" r "	" cl "	162.311467	2	178.489553	"A"	FALSE
"7551"	1231	" true "	" true "	14	10	10	29	" f "	" r "	" cl "	175.635762	2	191.679266	"AV"	FALSE
"7552"	1475	" false "	" true "	14	10	10	29	" f "	" r "	" cl "	0.160395999999764	1	198.217361	"A"	FALSE
"7553"	1359	" false "	" true "	14	10	10	29	" f "	" r "	" cl "	220.946571	2	228.874063	"A"	FALSE
"7554"	1334	" true "	" true "	14	10	10	29	" f "	" r "	" cl "	156.6694	3	156.6694	"AV"	FALSE
"7555"	947	" false "	" true "	14	10	10	29	" f "	" r "	" cl "	187.324377	2	189.88491	"A"	FALSE
"7556"	981	" true "	" false "	14	10	10	29	" f "	" r "	" cl "	338.869497	2	346.874829	"V"	FALSE
"7557"	1320	" true "	" false "	14	10	10	29	" f "	" r "	" cl "	221.358868	2	229.286845	"V"	FALSE
"7558"	595	" true "	" true "	14	10	10	29	" f "	" r "	" cl "	225.389441	2	257.254465	"AV"	FALSE
"7559"	1223	" false "	" true "	14	10	10	29	" f "	" r "	" cl "	157.434853	2	182.164824	"A"	FALSE
"7560"	621	" false "	" true "	14	10	10	29	" f "	" r "	" cl "	237.782358	2	245.796676	"A"	FALSE
"7561"	790	" true "	" false "	15	10	10	29	" f "	" r "	" cl "	204.919052	1	212.708815	"V"	FALSE
"7562"	688	" true "	" false "	15	10	10	29	" f "	" r "	" cl "	212.761821	3	212.761821	"V"	FALSE
"7564"	878	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	187.497068	1	195.547251	"A"	FALSE
"7565"	1136	" true "	" false "	15	10	10	29	" f "	" r "	" cl "	201.604821	2	209.72905	"V"	FALSE
"7566"	501	" true "	" true "	15	10	10	29	" f "	" r "	" cl "	186.810833	1	194.804695	"AV"	FALSE
"7567"	684	" true "	" true "	15	10	10	29	" f "	" r "	" cl "	180.66363	3	180.66363	"AV"	FALSE
"7568"	509	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	177.987404	1	185.934643	"A"	FALSE
"7569"	873	" true "	" false "	15	10	10	29	" f "	" r "	" cl "	331.814334	2	334.193469	"V"	FALSE
"7570"	544	" true "	" true "	15	10	10	29	" f "	" r "	" cl "	195.683781	3	195.683781	"AV"	FALSE
"7571"	897	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	0.175910999999815	2	163.992803	"A"	FALSE
"7572"	581	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	185.132	2	187.692298	"A"	FALSE
"7573"	1435	" true "	" false "	15	10	10	29	" f "	" r "	" cl "	294.108281	1	302.200234	"V"	FALSE
"7574"	954	" true "	" false "	15	10	10	29	" f "	" r "	" cl "	207.985531	2	215.937628	"V"	FALSE
"7575"	1268	" true "	" false "	15	10	10	29	" f "	" r "	" cl "	220.789084	2	229.002139	"V"	FALSE
"7576"	869	" true "	" false "	15	10	10	29	" f "	" r "	" cl "	208.185564	3	208.185564	"V"	FALSE
"7577"	792	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	174.136567	2	182.249767	"A"	FALSE
"7579"	1338	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	189.873934	2	197.803528	"A"	FALSE
"7580"	1016	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	171.942786	2	188.217369	"A"	FALSE
"7581"	772	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	160.455987	3	160.455987	"A"	FALSE
"7582"	998	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	216.293045	1	224.097858	"A"	FALSE
"7583"	837	" true "	" false "	15	10	10	29	" f "	" r "	" cl "	255.579541	1	263.558608	"V"	FALSE
"7584"	814	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	225.97617	3	225.97617	"A"	FALSE
"7586"	1095	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	226.082962	2	234.217477	"A"	FALSE
"7587"	1303	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	161.613937	3	161.613937	"A"	FALSE
"7588"	849	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	230.063602	1	246.232459	"A"	FALSE
"7589"	1030	" true "	" true "	15	10	10	29	" f "	" r "	" cl "	0.0345500000003085	1	171.889585	"AV"	FALSE
"7590"	918	" true "	" false "	15	10	10	29	" f "	" r "	" cl "	221.302883	1	237.39475	"V"	FALSE
"7591"	813	" true "	" true "	15	10	10	29	" f "	" r "	" cl "	162.151353	3	162.151353	"AV"	FALSE
"7592"	1071	" true "	" false "	15	10	10	29	" f "	" r "	" cl "	204.024504	3	204.024504	"V"	FALSE
"7593"	1067	" true "	" false "	15	10	10	29	" f "	" r "	" cl "	203.290183	1	211.418461	"V"	FALSE
"7594"	532	" true "	" false "	15	10	10	29	" f "	" r "	" cl "	352.218748	2	360.274684	"V"	FALSE
"7595"	1113	" true "	" true "	15	10	10	29	" f "	" r "	" cl "	183.081726	1	191.28932	"AV"	FALSE
"7596"	519	" true "	" false "	15	10	10	29	" f "	" r "	" cl "	301.515472	3	301.515472	"V"	FALSE
"7597"	1116	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	163.649547	1	171.726673	"A"	FALSE
"7598"	553	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	213.845099	2	221.905537	"A"	FALSE
"7600"	1044	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	169.787129	2	172.201619	"A"	FALSE
"7601"	1404	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	159.592607	2	167.623675	"A"	FALSE
"7602"	1318	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	166.74207	3	166.74207	"A"	FALSE
"7603"	1021	" true "	" true "	15	10	10	29	" f "	" r "	" cl "	168.702429	2	176.886554	"AV"	FALSE
"7604"	1219	" false "	" true "	15	10	10	29	" f "	" r "	" cl "	192.828673	3	192.828673	"A"	FALSE
"7605"	585	" true "	" true "	15	10	10	29	" f "	" r "	" cl "	243.665908	1	251.831515	"AV"	FALSE
"7607"	1183	" false "	" true "	16	10	10	29	" f "	" r "	" cl "	173.179497	3	173.179497	"A"	FALSE
"7609"	608	" true "	" false "	16	10	10	29	" f "	" r "	" cl "	368.980891	2	377.068291	"V"	FALSE
"7610"	600	" true "	" false "	16	10	10	29	" f "	" r "	" cl "	236.778538	3	236.778538	"V"	FALSE
"7611"	1220	" true "	" false "	16	10	10	29	" f "	" r "	" cl "	244.59817	3	244.59817	"V"	FALSE
"7612"	984	" true "	" true "	16	10	10	29	" f "	" r "	" cl "	171.57138	3	171.57138	"AV"	FALSE
"7613"	1110	" true "	" false "	16	10	10	29	" f "	" r "	" cl "	188.203349	1	196.241847	"V"	FALSE
"7614"	1000	" false "	" true "	16	10	10	29	" f "	" r "	" cl "	0.107711999999992	1	168.431983	"A"	FALSE
"7615"	720	" false "	" true "	16	10	10	29	" f "	" r "	" cl "	244.163286	3	244.163286	"A"	FALSE
"7616"	1341	" false "	" true "	16	10	10	29	" f "	" r "	" cl "	165.287948	2	173.42902	"A"	FALSE
"7618"	1300	" true "	" false "	16	10	10	29	" f "	" r "	" cl "	197.589042	1	205.766686	"V"	FALSE
"7619"	1161	" true "	" true "	16	10	10	29	" f "	" r "	" cl "	156.590879	2	165.155434	"AV"	FALSE
"7620"	789	" false "	" true "	16	10	10	29	" f "	" r "	" cl "	194.327752	1	202.280621	"A"	FALSE
"7621"	1402	" false "	" true "	16	10	10	29	" f "	" r "	" cl "	163.163685	2	171.438852	"A"	FALSE
"7622"	1359	" true "	" false "	16	10	10	29	" f "	" r "	" cl "	196.659414	3	196.659414	"V"	FALSE
"7623"	922	" true "	" true "	16	10	10	29	" f "	" r "	" cl "	176.06261	3	176.06261	"AV"	FALSE
"7625"	1114	" true "	" true "	16	10	10	29	" f "	" r "	" cl "	165.30353	2	173.640961	"AV"	FALSE
"7626"	531	" true "	" false "	16	10	10	29	" f "	" r "	" cl "	389.313787	3	389.313787	"V"	FALSE
"7627"	1287	" true "	" false "	16	10	10	29	" f "	" r "	" cl "	180.811925	2	188.946702	"V"	FALSE
"7628"	1039	" false "	" true "	16	10	10	29	" f "	" r "	" cl "	312.315343	3	312.315343	"A"	FALSE
"7629"	996	" true "	" false "	16	10	10	29	" f "	" r "	" cl "	201.841551	2	209.7796	"V"	FALSE
"7630"	1413	" true "	" false "	16	10	10	29	" f "	" r "	" cl "	209.456251	2	212.050779	"V"	FALSE
"7631"	1035	" true "	" false "	16	10	10	29	" f "	" r "	" cl "	224.730648	1	232.755814	"V"	FALSE
"7632"	813	" true "	" true "	16	10	10	29	" f "	" r "	" cl "	164.575369	2	172.747439	"AV"	FALSE
"7633"	1036	" false "	" true "	16	10	10	29	" f "	" r "	" cl "	160.714087	1	168.652709	"A"	FALSE
"7635"	1196	" true "	" true "	16	10	10	29	" f "	" r "	" cl "	183.690133	2	186.094152	"AV"	FALSE
"7636"	723	" false "	" true "	16	10	10	29	" f "	" r "	" cl "	178.24213	1	186.435399	"A"	FALSE
"7637"	966	" true "	" false "	16	10	10	29	" f "	" r "	" cl "	202.54667	1	218.784444	"V"	FALSE
"7638"	1421	" true "	" true "	16	10	10	29	" f "	" r "	" cl "	167.39343	3	167.39343	"AV"	FALSE
"7639"	1475	" true "	" true "	16	10	10	29	" f "	" r "	" cl "	0.137444999999843	1	159.832784	"AV"	FALSE
"7640"	1235	" true "	" false "	16	10	10	29	" f "	" r "	" cl "	302.191491	1	310.28026	"V"	FALSE
"7641"	1478	" true "	" false "	16	10	10	29	" f "	" r "	" cl "	263.412755	3	263.412755	"V"	FALSE
"7642"	882	" true "	" true "	16	10	10	29	" f "	" r "	" cl "	249.857683	1	266.039454	"AV"	FALSE
"7643"	1471	" true "	" true "	16	10	10	29	" f "	" r "	" cl "	181.422809	2	189.434472	"AV"	FALSE
"7644"	968	" false "	" true "	16	10	10	29	" f "	" r "	" cl "	160.903427	1	168.970912	"A"	FALSE
"7645"	1344	" false "	" true "	16	10	10	29	" f "	" r "	" cl "	165.238385	2	167.633053	"A"	FALSE
"7646"	607	" true "	" true "	16	10	10	29	" f "	" r "	" cl "	303.335257	1	311.70635	"AV"	FALSE
"7648"	1180	" false "	" true "	16	10	10	29	" f "	" r "	" cl "	161.557637	1	177.233118	"A"	FALSE
"7649"	668	" false "	" true "	16	10	10	29	" f "	" r "	" cl "	192.059905	3	192.059905	"A"	FALSE
"7650"	633	" true "	" true "	16	10	10	29	" f "	" r "	" cl "	169.178425	1	185.62611	"AV"	FALSE
"7651"	1159	" false "	" true "	17	10	10	29	" f "	" r "	" cl "	0.00153799999998228	1	166.854772	"A"	FALSE
"7652"	809	" true "	" false "	17	10	10	29	" f "	" r "	" cl "	295.817295	2	298.376913	"V"	FALSE
"7653"	1176	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	167.308396	3	167.308396	"AV"	FALSE
"7654"	702	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	197.475298	1	213.749103	"AV"	FALSE
"7655"	1461	" true "	" false "	17	10	10	29	" f "	" r "	" cl "	207.429576	3	207.429576	"V"	FALSE
"7656"	1084	" false "	" true "	17	10	10	29	" f "	" r "	" cl "	258.511165	1	266.671591	"A"	FALSE
"7657"	796	" false "	" true "	17	10	10	29	" f "	" r "	" cl "	182.047117	3	182.047117	"A"	FALSE
"7658"	731	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	175.284102	3	175.284102	"AV"	FALSE
"7659"	870	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	165.833472	2	173.715782	"AV"	FALSE
"7660"	812	" false "	" true "	17	10	10	29	" f "	" r "	" cl "	159.964243	2	176.332276	"A"	FALSE
"7661"	1177	" true "	" false "	17	10	10	29	" f "	" r "	" cl "	219.524331	2	227.844669	"V"	FALSE
"7662"	533	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	203.806055	2	212.010034	"AV"	FALSE
"7663"	1131	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	158.492224	3	158.492224	"AV"	FALSE
"7664"	1289	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	164.154479	1	172.355345	"AV"	FALSE
"7665"	1399	" true "	" false "	17	10	10	29	" f "	" r "	" cl "	218.134331	1	226.162904	"V"	FALSE
"7666"	1196	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	163.89546	1	172.238228	"AV"	FALSE
"7667"	1488	" false "	" true "	17	10	10	29	" f "	" r "	" cl "	0.0880409999999756	1	161.16295	"A"	FALSE
"7668"	1075	" false "	" true "	17	10	10	29	" f "	" r "	" cl "	188.692066	3	188.692066	"A"	FALSE
"7669"	997	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	222.349356	2	230.349238	"AV"	FALSE
"7670"	1273	" true "	" false "	17	10	10	29	" f "	" r "	" cl "	152.420165	2	160.369448	"V"	FALSE
"7671"	633	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	196.475293	1	212.691997	"AV"	FALSE
"7672"	1362	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	182.337316	1	190.39701	"AV"	FALSE
"7673"	1024	" true "	" false "	17	10	10	29	" f "	" r "	" cl "	263.710192	1	271.68255	"V"	FALSE
"7674"	1045	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	214.063945	3	214.063945	"AV"	FALSE
"7675"	840	" false "	" true "	17	10	10	29	" f "	" r "	" cl "	315.32826	3	315.32826	"A"	FALSE
"7676"	554	" false "	" true "	17	10	10	29	" f "	" r "	" cl "	211.41928	2	219.478458	"A"	FALSE
"7677"	1187	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	191.851279	3	191.851279	"AV"	FALSE
"7678"	1393	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	192.781595	3	192.781595	"AV"	FALSE
"7679"	972	" true "	" false "	17	10	10	29	" f "	" r "	" cl "	313.511229	3	313.511229	"V"	FALSE
"7680"	865	" true "	" false "	17	10	10	29	" f "	" r "	" cl "	222.3009	1	238.109384	"V"	FALSE
"7681"	930	" true "	" false "	17	10	10	29	" f "	" r "	" cl "	226.90276	3	226.90276	"V"	FALSE
"7683"	1050	" false "	" true "	17	10	10	29	" f "	" r "	" cl "	194.517326	3	194.517326	"A"	FALSE
"7684"	728	" true "	" false "	17	10	10	29	" f "	" r "	" cl "	319.656761	3	319.656761	"V"	FALSE
"7685"	1442	" true "	" false "	17	10	10	29	" f "	" r "	" cl "	269.310686	1	285.458417	"V"	FALSE
"7687"	1449	" false "	" true "	17	10	10	29	" f "	" r "	" cl "	205.431604	3	205.431604	"A"	FALSE
"7688"	974	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	164.696762	1	180.966035	"AV"	FALSE
"7689"	685	" true "	" false "	17	10	10	29	" f "	" r "	" cl "	285.43365	1	301.7409	"V"	FALSE
"7690"	1474	" false "	" true "	17	10	10	29	" f "	" r "	" cl "	185.387621	2	193.413458	"A"	FALSE
"7691"	1320	" true "	" false "	17	10	10	29	" f "	" r "	" cl "	221.749141	1	229.768533	"V"	FALSE
"7692"	1312	" false "	" true "	17	10	10	29	" f "	" r "	" cl "	163.024784	1	171.285185	"A"	FALSE
"7693"	1166	" true "	" false "	17	10	10	29	" f "	" r "	" cl "	260.608353	1	268.640903	"V"	FALSE
"7694"	1218	" false "	" true "	17	10	10	29	" f "	" r "	" cl "	180.849191	3	180.849191	"A"	FALSE
"7695"	1169	" true "	" true "	17	10	10	29	" f "	" r "	" cl "	184.321145	2	186.710474	"AV"	FALSE
"7696"	1274	" true "	" false "	1	11	11	24	" f "	" r "	" none "	583.986432	2	600.036376	"V"	FALSE
"7697"	984	" false "	" true "	1	11	11	24	" f "	" r "	" none "	1176.11461	2	1184.119019	"A"	FALSE
"7698"	1439	" true "	" true "	1	11	11	24	" f "	" r "	" none "	477.178206	1	485.045139	"AV"	FALSE
"7699"	919	" true "	" false "	1	11	11	24	" f "	" r "	" none "	602.379833	2	626.626433	"V"	FALSE
"7700"	774	" true "	" true "	1	11	11	24	" f "	" r "	" none "	406.776369	2	423.384084	"AV"	FALSE
"7701"	1120	" true "	" false "	1	11	11	24	" f "	" r "	" none "	427.81402	2	430.191435	"V"	FALSE
"7702"	507	" true "	" false "	1	11	11	24	" f "	" r "	" none "	462.370253	2	470.407374	"V"	FALSE
"7703"	618	" false "	" true "	1	11	11	24	" f "	" r "	" none "	577.477688	2	593.79944	"A"	FALSE
"7704"	869	" true "	" true "	1	11	11	24	" f "	" r "	" none "	540.305467	2	564.627885	"AV"	FALSE
"7705"	984	" true "	" true "	1	11	11	24	" f "	" r "	" none "	302.640655	2	310.676862	"AV"	FALSE
"7706"	698	" false "	" true "	1	11	11	24	" f "	" r "	" none "	768.65567	2	784.752494	"A"	FALSE
"7707"	972	" true "	" true "	1	11	11	24	" f "	" r "	" none "	492.473254	2	516.612098	"AV"	FALSE
"7708"	1394	" false "	" true "	1	11	11	24	" f "	" r "	" none "	283.885689	3	283.885689	"A"	FALSE
"7709"	1219	" false "	" true "	1	11	11	24	" f "	" r "	" none "	349.467968	2	357.293717	"A"	FALSE
"7710"	1442	" false "	" true "	1	11	11	24	" f "	" r "	" none "	433.761643	2	458.227774	"A"	FALSE
"7711"	599	" false "	" true "	1	11	11	24	" f "	" r "	" none "	530.241294	2	570.760563	"A"	FALSE
"7712"	587	" true "	" false "	1	11	11	24	" f "	" r "	" none "	421.571728	3	421.571728	"V"	FALSE
"7713"	672	" false "	" true "	1	11	11	24	" f "	" r "	" none "	341.69771	2	349.509037	"A"	FALSE
"7714"	938	" true "	" true "	1	11	11	24	" f "	" r "	" none "	408.340669	2	416.481099	"AV"	FALSE
"7715"	1478	" true "	" false "	1	11	11	24	" f "	" r "	" none "	491.913672	2	516.21187	"V"	FALSE
"7716"	1373	" false "	" true "	1	11	11	24	" f "	" r "	" none "	453.304571	2	461.441007	"A"	FALSE
"7717"	911	" true "	" true "	1	11	11	24	" f "	" r "	" none "	477.210695	2	485.234335	"AV"	FALSE
"7718"	1362	" false "	" true "	1	11	11	24	" f "	" r "	" none "	427.736705	2	452.333982	"A"	FALSE
"7719"	1075	" true "	" false "	1	11	11	24	" f "	" r "	" none "	519.65782	2	552.063842	"V"	FALSE
"7720"	761	" true "	" false "	1	11	11	24	" f "	" r "	" none "	559.261073	2	575.637047	"V"	FALSE
"7721"	598	" false "	" true "	1	11	11	24	" f "	" r "	" none "	466.408703	2	490.501137	"A"	FALSE
"7722"	1219	" true "	" true "	1	11	11	24	" f "	" r "	" none "	479.192254	2	503.401458	"AV"	FALSE
"7723"	1407	" true "	" true "	1	11	11	24	" f "	" r "	" none "	375.83072	2	407.581677	"AV"	FALSE
"7724"	1253	" true "	" false "	1	11	11	24	" f "	" r "	" none "	392.481908	2	394.862468	"V"	FALSE
"7725"	1113	" false "	" true "	1	11	11	24	" f "	" r "	" none "	443.847525	2	468.138019	"A"	FALSE
"7726"	550	" true "	" true "	1	11	11	24	" f "	" r "	" none "	519.779054	2	551.648088	"AV"	FALSE
"7727"	1099	" true "	" true "	1	11	11	24	" f "	" r "	" none "	400.120638	2	440.109459	"AV"	FALSE
"7728"	1321	" true "	" false "	1	11	11	24	" f "	" r "	" none "	615.046668	2	631.122076	"V"	FALSE
"7729"	506	" false "	" true "	1	11	11	24	" f "	" r "	" none "	416.787013	2	432.767467	"A"	FALSE
"7730"	911	" false "	" true "	1	11	11	24	" f "	" r "	" none "	382.464095	2	398.788184	"A"	FALSE
"7731"	1300	" false "	" true "	1	11	11	24	" f "	" r "	" none "	302.588576	3	302.588576	"A"	FALSE
"7732"	1185	" false "	" true "	1	11	11	24	" f "	" r "	" none "	440.740152	2	457.085579	"A"	FALSE
"7733"	1493	" true "	" false "	1	11	11	24	" f "	" r "	" none "	496.180761	2	512.267713	"V"	FALSE
"7734"	1116	" false "	" true "	1	11	11	24	" f "	" r "	" none "	342.929627	2	366.699439	"A"	FALSE
"7735"	503	" true "	" false "	1	11	11	24	" f "	" r "	" none "	521.113976	2	545.372006	"V"	FALSE
"7736"	1068	" false "	" true "	1	11	11	24	" f "	" r "	" none "	448.653754	2	465.20237	"A"	FALSE
"7737"	1125	" true "	" true "	1	11	11	24	" f "	" r "	" none "	392.388308	2	408.402186	"AV"	FALSE
"7739"	522	" true "	" true "	1	11	11	24	" f "	" r "	" none "	518.531426	2	534.563614	"AV"	FALSE
"7740"	1456	" false "	" true "	1	11	11	24	" f "	" r "	" none "	315.176721	2	331.446415	"A"	FALSE
"7741"	608	" true "	" true "	2	11	11	24	" f "	" r "	" none "	395.982044	1	420.620069	"AV"	FALSE
"7742"	974	" true "	" false "	2	11	11	24	" f "	" r "	" none "	541.691901	2	549.875334	"V"	FALSE
"7743"	1172	" true "	" false "	2	11	11	24	" f "	" r "	" none "	500.447949	2	508.664735	"V"	FALSE
"7744"	962	" false "	" true "	2	11	11	24	" f "	" r "	" none "	393.454108	2	409.825345	"A"	FALSE
"7745"	1397	" true "	" true "	2	11	11	24	" f "	" r "	" none "	366.341555	2	382.888489	"AV"	FALSE
"7746"	941	" true "	" false "	2	11	11	24	" f "	" r "	" none "	462.524363	2	1118.724674	"V"	FALSE
"7747"	823	" true "	" true "	2	11	11	24	" f "	" r "	" none "	415.442704	2	447.588996	"AV"	FALSE
"7748"	578	" false "	" true "	2	11	11	24	" f "	" r "	" none "	572.542628	1	588.714126	"A"	FALSE
"7749"	967	" true "	" true "	2	11	11	24	" f "	" r "	" none "	388.918089	3	388.918089	"AV"	FALSE
"7750"	519	" false "	" true "	2	11	11	24	" f "	" r "	" none "	399.336935	1	407.376769	"A"	FALSE
"7751"	1238	" true "	" true "	2	11	11	24	" f "	" r "	" none "	417.233418	1	425.292883	"AV"	FALSE
"7752"	800	" true "	" false "	2	11	11	24	" f "	" r "	" none "	565.183788	2	567.566021	"V"	FALSE
"7753"	592	" false "	" true "	2	11	11	24	" f "	" r "	" none "	496.887387	2	504.891992	"A"	FALSE
"7754"	1334	" false "	" true "	2	11	11	24	" f "	" r "	" none "	332.484079	1	372.583591	"A"	FALSE
"7755"	731	" true "	" true "	2	11	11	24	" f "	" r "	" none "	389.116554	1	397.398925	"AV"	FALSE
"7756"	1394	" true "	" false "	2	11	11	24	" f "	" r "	" none "	464.757486	2	472.836164	"V"	FALSE
"7757"	1083	" true "	" false "	2	11	11	24	" f "	" r "	" none "	402.67715	3	402.67715	"V"	FALSE
"7758"	795	" false "	" true "	2	11	11	24	" f "	" r "	" none "	410.818634	2	418.679379	"A"	FALSE
"7759"	556	" true "	" true "	2	11	11	24	" f "	" r "	" none "	363.73849	2	371.749846	"AV"	FALSE
"7760"	1399	" false "	" true "	2	11	11	24	" f "	" r "	" none "	355.12406	1	467.00543	"A"	FALSE
"7761"	597	" true "	" false "	2	11	11	24	" f "	" r "	" none "	583.645419	2	607.723169	"V"	FALSE
"7762"	1379	" false "	" true "	2	11	11	24	" f "	" r "	" none "	297.210253	2	305.037396	"A"	FALSE
"7763"	1052	" true "	" false "	2	11	11	24	" f "	" r "	" none "	505.067283	1	513.540451	"V"	FALSE
"7764"	1277	" true "	" false "	2	11	11	24	" f "	" r "	" none "	391.683018	1	407.78148	"V"	FALSE
"7765"	1314	" true "	" false "	2	11	11	24	" f "	" r "	" none "	400.810456	2	432.597562	"V"	FALSE
"7766"	1309	" true "	" false "	2	11	11	24	" f "	" r "	" none "	317.941761	3	317.941761	"V"	FALSE
"7767"	1055	" false "	" true "	2	11	11	24	" f "	" r "	" none "	425.211839	2	433.260538	"A"	FALSE
"7768"	772	" true "	" false "	2	11	11	24	" f "	" r "	" none "	518.522022	2	534.58159	"V"	FALSE
"7769"	1002	" true "	" true "	2	11	11	24	" f "	" r "	" none "	304.005296	2	312.251208	"AV"	FALSE
"7770"	940	" true "	" false "	2	11	11	24	" f "	" r "	" none "	523.080864	2	562.95463	"V"	FALSE
"7771"	1300	" false "	" true "	2	11	11	24	" f "	" r "	" none "	427.401364	2	443.677892	"A"	FALSE
"7772"	943	" true "	" true "	2	11	11	24	" f "	" r "	" none "	319.763753	2	322.323726	"AV"	FALSE
"7773"	1405	" true "	" false "	2	11	11	24	" f "	" r "	" none "	394.797429	3	394.797429	"V"	FALSE
"7774"	1342	" false "	" true "	2	11	11	24	" f "	" r "	" none "	276.356708	2	292.353546	"A"	FALSE
"7775"	979	" false "	" true "	2	11	11	24	" f "	" r "	" none "	422.308871	1	430.388174	"A"	FALSE
"7776"	764	" true "	" true "	2	11	11	24	" f "	" r "	" none "	323.435899	2	339.500937	"AV"	FALSE
"7777"	1122	" true "	" true "	2	11	11	24	" f "	" r "	" none "	427.044655	1	466.930216	"AV"	FALSE
"7778"	1319	" true "	" true "	2	11	11	24	" f "	" r "	" none "	277.620495	2	285.459724	"AV"	FALSE
"7779"	1165	" false "	" true "	2	11	11	24	" f "	" r "	" none "	372.969545	2	381.125466	"A"	FALSE
"7780"	738	" false "	" true "	2	11	11	24	" f "	" r "	" none "	485.394989	2	493.491387	"A"	FALSE
"7781"	537	" true "	" true "	2	11	11	24	" f "	" r "	" none "	400.783812	2	403.339536	"AV"	FALSE
"7782"	632	" false "	" true "	2	11	11	24	" f "	" r "	" none "	432.667098	2	440.694641	"A"	FALSE
"7783"	762	" false "	" true "	2	11	11	24	" f "	" r "	" none "	375.168073	2	415.013144	"A"	FALSE
"7784"	1253	" true "	" false "	2	11	11	24	" f "	" r "	" none "	530.78292	2	562.525179	"V"	FALSE
"7785"	697	" true "	" true "	2	11	11	24	" f "	" r "	" none "	311.637793	2	319.506671	"AV"	FALSE
"7786"	811	" false "	" true "	3	11	11	24	" f "	" r "	" none "	358.46717	1	374.912853	"A"	FALSE
"7787"	561	" true "	" true "	3	11	11	24	" f "	" r "	" none "	320.530146	2	328.844362	"AV"	FALSE
"7788"	772	" true "	" false "	3	11	11	24	" f "	" r "	" none "	415.277599	2	423.052965	"V"	FALSE
